seed,method,block_id,sequence_id,cell,block_length,n_jumps,nll,latent_mse,late_nll,late_latent_mse,mean_h,mean_q,mean_r,mean_jump_probability,mean_release_probability
43005,learned_event_learned_qr,42,3,110,64,5,0.508279482146664,0.011846152975861578,0.7959240745437658,0.013191389196342948,0.020219773857001078,0.04328483955375803,0.04307902293810381,0.057131194276611695,0.057131194276611695
43005,learned_event_learned_qr,43,3,110,128,11,0.6401105855349392,0.011037102115444796,1.122551822394755,0.018010136414344045,0.033380380991491106,0.026214130705784877,0.02617730694936395,0.09805043380953739,0.09805043380953739
43005,learned_event_learned_qr,44,3,110,96,3,0.27733549630433124,0.010010520977852445,0.5263852446775057,0.010789848919169663,0.039892470506658256,0.0239018709236265,0.023895487765338258,0.04005132147889351,0.04005132147889351
43005,learned_event_learned_qr,45,3,101,64,5,1.0472250796989893,0.07946638382252433,1.3302193470886756,0.10525569490067584,0.04298913710397538,0.07307854503715895,0.07296154693776713,0.07870111685115379,0.07870111685115379
43005,learned_event_learned_qr,46,3,101,128,15,1.209382513445742,0.08436804446337653,0.9096913366214444,0.0551483911926045,0.05108395754532888,0.10532710536245396,0.10711026785730007,0.09496376574164525,0.09496376574164525
43005,learned_event_learned_qr,47,3,111,128,6,1.1175904446187515,0.08088220744000826,1.057539926839516,0.091722754278665,0.055788728869840404,0.12831938940127835,0.1282564535740383,0.05742260229884935,0.05742260229884935
43005,oracle_event_learned_qr,0,0,110,128,11,0.43004914315241316,0.011775692586978116,0.8674784634751543,0.016412222589210275,0.014556492920763255,0.019963362456192978,0.02212972778224194,0.060205790515031166,0.0859375
43005,oracle_event_learned_qr,1,0,111,128,5,1.0958646279526691,0.0915357692129974,0.887328371639284,0.06604353448582213,0.025866990715269274,0.09959388365258465,0.10152661499701471,0.05076664116784401,0.0390625
43005,oracle_event_learned_qr,2,0,011,128,1,0.9035910690841427,0.07369859420301426,0.2977091777484894,0.03215924600685495,0.028291102017170316,0.11376646695995513,0.11365268779602758,0.023404149363826926,0.0078125
43005,oracle_event_learned_qr,3,0,101,128,4,1.0358008819523408,0.06015929870608688,1.133907375362086,0.07420648983278973,0.02895756105341304,0.10248337045654295,0.1026997009299388,0.04116291375168773,0.03125
43005,oracle_event_learned_qr,4,0,101,96,7,0.9875875114413045,0.05719608603623617,1.5667496941879535,0.05028780742442849,0.03150695727799229,0.09119293214498732,0.09112483978583703,0.06214170530032782,0.07291666666666667
43005,oracle_event_learned_qr,5,0,101,64,1,0.7091037292064026,0.06486730533977554,0.8246572564781212,0.0818207621115124,0.03561418790945943,0.07320493239051792,0.0728460539141447,0.031247884837989057,0.015625
43005,oracle_event_learned_qr,6,0,110,96,7,0.5356634558023622,0.012446009416048334,0.30444569550170963,0.015507296739012449,0.03726419418997186,0.027572483840284,0.02765254576361074,0.07825567888952233,0.07291666666666667
43005,oracle_event_learned_qr,7,0,111,96,5,1.043189599182922,0.09499838513574427,1.1820599570599035,0.10403055496837932,0.04795140688614769,0.08409057746198521,0.08332915095005361,0.08216779953410668,0.052083333333333336
43005,oracle_event_learned_qr,8,0,111,64,4,1.1468610344955974,0.07488695662685681,1.1407835664520491,0.08418265482216103,0.05252389973856619,0.09607108799782552,0.09737264222834854,0.07770468399583022,0.0625
43005,oracle_event_learned_qr,9,0,011,96,0,0.8571601667797027,0.08095613026630183,0.584059549672717,0.0698049928026696,0.05083998037230769,0.11188780279774041,0.11141984342469342,0.03012192043670862,0.0
43005,oracle_event_learned_qr,10,0,011,64,0,0.8399172965920086,0.080529828215314,1.314484822336734,0.13970915316844762,0.04885740372457878,0.0610058110339545,0.060850502981919324,0.06634025327004,0.0
43005,oracle_event_learned_qr,11,0,110,64,3,0.30668098473931676,0.009068690924289056,0.06839708020464157,0.00488756776591494,0.05139399895325952,0.03624925486726673,0.03613901952274836,0.05315925793223315,0.046875
43005,oracle_event_learned_qr,12,1,111,128,5,1.1236118723767508,0.09230242107659184,1.1329114015316746,0.13641332568942194,0.010897390662625463,0.11483186083599711,0.16394632911438264,0.022770814430115607,0.0390625
43005,oracle_event_learned_qr,13,1,111,96,3,0.97493484609465,0.08591635540169469,1.098515605524498,0.05561011209633655,0.014516202496162908,0.09978068407815481,0.09969776017470373,0.03834825377550952,0.03125
43005,oracle_event_learned_qr,14,1,011,128,0,0.7937925674746652,0.06742940062285685,0.8625121070513313,0.08776743941842707,0.016310388630530526,0.09008282956438199,0.0901388499693225,0.005275913776725105,0.0
43005,oracle_event_learned_qr,15,1,111,64,2,1.0386890498806693,0.06358704865765825,1.2585068375095263,0.06585377644658329,0.014841696310943859,0.10913335280106082,0.1112221759357054,0.03273135628423196,0.03125
43005,oracle_event_learned_qr,16,1,011,96,0,0.8826332873412998,0.10086682272978154,1.0365312659645838,0.1470138674006306,0.016423052119381037,0.11402981658000905,0.11429335096201253,0.009826345792366882,0.0
43005,oracle_event_learned_qr,17,1,110,128,13,0.6046361741829689,0.011717761548981366,0.4657787944493793,0.0043357007174635795,0.023439632436034433,0.03378659717609176,0.033759580416493185,0.08368370771907027,0.1015625
43005,oracle_event_learned_qr,18,1,110,64,3,0.30153286869139306,0.00818504336104088,0.06326252439777336,0.0042337260118365215,0.03289506249024727,0.016350354616897073,0.016363296941790485,0.06757742546222148,0.046875
43005,oracle_event_learned_qr,19,1,011,64,0,1.0699785300981524,0.09969392064116361,0.4055724584741689,0.055159470394310114,0.04161421067929026,0.05383205862993456,0.054859070239640775,0.08473351432038465,0.0
43005,oracle_event_learned_qr,20,1,101,64,4,0.9349990975507912,0.06063641371831063,1.1621191767887098,0.07588066951004373,0.042685018562547555,0.07204415899635636,0.07177832226826734,0.07089890844575011,0.0625
43005,oracle_event_learned_qr,21,1,101,128,10,0.914085897785856,0.06458609981805888,0.9251428733998839,0.04048093661528756,0.04577353431477875,0.0935446715109076,0.09298305325670844,0.05645681211432636,0.078125
43005,oracle_event_learned_qr,22,1,110,96,4,0.3505191248429076,0.01644499512199465,-0.110090960946684,0.004582846335197362,0.04589711082536702,0.030949771538650913,0.031033201354857032,0.0358903015857249,0.041666666666666664
43005,oracle_event_learned_qr,23,1,101,96,8,1.1452997240394518,0.06858125727501711,1.2236519527211769,0.1022891574958649,0.051949994823991895,0.08836300018607081,0.08749867846603931,0.11157341809062031,0.08333333333333333
43005,oracle_event_learned_qr,24,2,011,128,0,0.9748054723427743,0.08841591181647893,0.9075747338579431,0.06886617378761745,0.009584271482310454,0.10176670285238125,0.1363669516367842,0.005930059195256863,0.0
43005,oracle_event_learned_qr,25,2,110,128,9,0.5810752101926757,0.010631607073904592,0.022958368267124385,0.007778311021784082,0.01574704484118204,0.040436280405262384,0.04037659976131272,0.0546352694463393,0.0703125
43005,oracle_event_learned_qr,26,2,101,64,3,1.1269526296035481,0.10489314511151841,0.8389154744100181,0.1035451018236695,0.02231931904005721,0.10151596608582522,0.10135069159941446,0.04706869744477749,0.046875
43005,oracle_event_learned_qr,27,2,111,128,10,0.9713647142212332,0.08388102788085347,1.3345431254235278,0.11082798696659173,0.02273536226029612,0.1179696975904597,0.118084136016941,0.03785994505257354,0.078125
43005,oracle_event_learned_qr,28,2,011,64,0,0.8837730607852536,0.07950057956136847,0.555316547714263,0.08386056781926013,0.027363413577693507,0.09585668900344635,0.09512019771421536,0.039752211036582656,0.0
43005,oracle_event_learned_qr,29,2,101,96,6,1.037586865914012,0.09369549549283283,1.304453990904681,0.10546277523431843,0.030712273426155182,0.09650372491306684,0.09621313074342341,0.05796980390880191,0.0625
43005,oracle_event_learned_qr,30,2,111,96,3,0.9721820664797725,0.07859886388783523,0.6636892824236944,0.08305370505184628,0.033298779025358334,0.11344754862409419,0.11319799052877855,0.04731649806609386,0.03125
43005,oracle_event_learned_qr,31,2,110,64,5,0.5383245564150668,0.010760037595110624,0.32797138413024945,0.007093013575136125,0.03920308240366106,0.02774459582240201,0.027715873207069138,0.08791117455474151,0.078125
43005,oracle_event_learned_qr,32,2,111,64,3,1.0441216691061856,0.06896535681806676,0.6222101661087573,0.0531782579224272,0.04544918240817691,0.07144489494282813,0.0714569104003144,0.08886465717895076,0.046875
43005,oracle_event_learned_qr,33,2,101,128,8,1.037858735982134,0.09317873169184203,0.7391954944767207,0.06072284266899028,0.04965734697397392,0.09286981467462434,0.09332205062371957,0.06911533846401552,0.0625
43005,oracle_event_learned_qr,34,2,011,96,0,0.6481345155304546,0.07392591365512247,0.49824614038120757,0.06877043393074764,0.0504117145062846,0.06847832748571013,0.06827693412398779,0.03199323543353622,0.0
43005,oracle_event_learned_qr,35,2,110,96,5,0.37538391503808105,0.00910952713162408,0.8224727439536932,0.009845342557068232,0.04872833390141703,0.02642412916836978,0.02638481778749949,0.061035820537505385,0.052083333333333336
43005,oracle_event_learned_qr,36,3,101,96,5,0.8609434775424991,0.046852960244498525,1.173588473602311,0.06976618379402139,0.012068082454677454,0.06415610991784361,0.08135102865894311,0.03141506762891905,0.052083333333333336
43005,oracle_event_learned_qr,37,3,011,64,0,0.914555240533514,0.06842964703548915,0.6888858813271441,0.027988718720967393,0.014032811957715961,0.1164595411437722,0.11769924061874384,0.016660144469595194,0.0
43005,oracle_event_learned_qr,38,3,111,96,3,0.8316840033712446,0.0775086030172822,0.7568223220047157,0.0723569043580617,0.01349518996329188,0.10689568488260233,0.10683199160645784,0.006487056803052757,0.03125
43005,oracle_event_learned_qr,39,3,011,96,0,0.853782149984904,0.06731016961939514,0.8647904082457489,0.09789238781484061,0.01169319531450348,0.11346610993927214,0.11356795640688898,0.0016013195401421796,0.0
43005,oracle_event_learned_qr,40,3,011,128,0,0.8399964740176523,0.08399333783131888,0.6680813362643767,0.14719927267803207,0.010533230660697588,0.09833909200607707,0.09830715321010206,0.018705246160692614,0.0
43005,oracle_event_learned_qr,41,3,111,64,8,1.3510039795779936,0.1581805522316119,2.1313604131191255,0.3058909102465718,0.01423627732895811,0.13637809996145323,0.13683164970316952,0.059402090925013896,0.125
43005,oracle_event_learned_qr,42,3,110,64,5,0.535789948951719,0.013377215428818163,0.8303791327551449,0.0191914071848538,0.020128744598957943,0.04820148454230458,0.04803019132948973,0.05320400672745817,0.078125
43005,oracle_event_learned_qr,43,3,110,128,11,0.6409471712768271,0.011446696725966012,1.1294954270595061,0.019534938465383025,0.032916296310711676,0.02668808243800718,0.02665011838178965,0.09790675004831234,0.0859375
43005,oracle_event_learned_qr,44,3,110,96,3,0.28406171349803544,0.01037679854995764,0.5277037613561527,0.011157493987210929,0.03950080312475627,0.0245381362703009,0.02453234796060393,0.03991038578374698,0.03125
43005,oracle_event_learned_qr,45,3,101,64,5,1.0258437749995593,0.07151482293189312,1.2863767959163857,0.10157769601589177,0.0426173471613777,0.06987886954556086,0.06973077349956278,0.07786174793717758,0.078125
43005,oracle_event_learned_qr,46,3,101,128,15,1.1944570013842501,0.07468457053149388,0.888828112423508,0.039064523360772596,0.050936694200902244,0.09928209443984196,0.10097689086908157,0.09732180941421817,0.1171875
43005,oracle_event_learned_qr,47,3,111,128,6,1.1069809902100385,0.06981492493843403,1.0397088473579772,0.07663886098008987,0.056156520440999884,0.12422268793103511,0.12412373489602492,0.05925410942942273,0.046875
43005,learned_event_oracle_qr,0,0,110,128,11,0.37212344348449194,0.009879648294650796,0.7556210581664611,0.011901733540877181,0.014209546169699386,0.04,0.01,0.0575423035380741,0.0575423035380741
43005,learned_event_oracle_qr,1,0,111,128,5,1.0233084383612476,0.0856353903260555,1.0777358323304482,0.11843550593004289,0.023092820567791827,0.04,0.16,0.04000023619073988,0.04000023619073988
43005,learned_event_oracle_qr,2,0,011,128,1,0.8565919064739773,0.056410281359054834,0.3940882818407617,0.038477835887732396,0.025517191643902527,0.04,0.16,0.02244430473932429,0.02244430473932429
43005,learned_event_oracle_qr,3,0,101,128,4,0.8644242480579222,0.02574741353924948,0.7703676107332968,0.015513424952394593,0.0257569918604467,0.0025,0.16,0.031528739035732646,0.031528739035732646
43005,learned_event_oracle_qr,4,0,101,96,7,0.9153208430755916,0.05102515739056066,1.410036652802604,0.06318433928696664,0.02925087860889995,0.0024999999999999996,0.15999999999999998,0.06580610044112967,0.06580610044112967
43005,learned_event_oracle_qr,5,0,101,64,1,0.5960585142576436,0.023463657216483545,0.6313102664502208,0.013427781754515627,0.032722681100171944,0.0025,0.16,0.0236381304980991,0.0236381304980991
43005,learned_event_oracle_qr,6,0,110,96,7,0.44351695431263155,0.008860474205478667,0.2320114910071526,0.0109890590613692,0.0348788365415618,0.039999999999999994,0.009999999999999998,0.07759593215553166,0.07759593215553166
43005,learned_event_oracle_qr,7,0,111,96,5,0.9433889349546868,0.07539985087983396,0.9560196851861528,0.06091811448074752,0.04204909995356652,0.039999999999999994,0.15999999999999998,0.05155697830045847,0.05155697830045847
43005,learned_event_oracle_qr,8,0,111,64,4,1.0583187852516727,0.0618022066996838,0.9255496610700755,0.06729292569975698,0.0446432325676616,0.04,0.16,0.05832669799942443,0.05832669799942443
43005,learned_event_oracle_qr,9,0,011,96,0,0.8158797837299758,0.06310967214291285,0.5545506860298542,0.05124791648741967,0.04189260807125896,0.039999999999999994,0.15999999999999998,0.02434401333267493,0.02434401333267493
43005,learned_event_oracle_qr,10,0,011,64,0,0.7036829071972583,0.05983917582517937,0.8854489322051932,0.09481263200004894,0.03875179968327812,0.04,0.16,0.013797350731887113,0.013797350731887113
43005,learned_event_oracle_qr,11,0,110,64,3,0.23967710563874323,0.004896932851056225,-0.08022671832201424,0.0024860885840518846,0.03889526418705974,0.04,0.01,0.05784595149629206,0.05784595149629206
43005,learned_event_oracle_qr,12,1,111,128,5,1.0922720198268103,0.09353079505863522,1.1119671193355505,0.11550834306763252,0.011220652921397217,0.04,0.16,0.02558697898647743,0.02558697898647743
43005,learned_event_oracle_qr,13,1,111,96,3,0.9055091912240673,0.0987425778516029,1.0242841651986139,0.04770252740648943,0.013800647140735867,0.039999999999999994,0.15999999999999998,0.022951198923101435,0.022951198923101435
43005,learned_event_oracle_qr,14,1,011,128,0,0.69463439618375,0.05826551868984073,0.7286683270873435,0.100867061052661,0.013914301774639532,0.04,0.16,0.0020890759441840943,0.0020890759441840943
43005,learned_event_oracle_qr,15,1,111,64,2,0.9690892926350245,0.044103535705140993,1.1860777804108031,0.03826726011200017,0.012587591945947897,0.04,0.16,0.03242543722394463,0.03242543722394463
43005,learned_event_oracle_qr,16,1,011,96,0,0.7908951943911675,0.08101119768193164,0.9113000631350677,0.1362132329045403,0.01423479231179583,0.039999999999999994,0.15999999999999998,0.007179068655367549,0.007179068655367549
43005,learned_event_oracle_qr,17,1,110,128,13,0.4719440847644139,0.008911754255606679,0.4797207694989075,0.00549737716585671,0.02118493938422988,0.04,0.01,0.07682333267170868,0.07682333267170868
43005,learned_event_oracle_qr,18,1,110,64,3,0.2910156926818169,0.006925199391686243,0.08965957261079441,0.0034928315923639813,0.029280189768778504,0.04,0.01,0.05695054894591933,0.05695054894591933
43005,learned_event_oracle_qr,19,1,011,64,0,0.7314391495871013,0.08534491766442089,0.44826228313962924,0.0432111141611979,0.02981949128178702,0.04,0.16,0.004792146774357787,0.004792146774357787
43005,learned_event_oracle_qr,20,1,101,64,4,0.8610063358405733,0.0576791069350064,1.1183560289369008,0.14876500998141626,0.029827492856476956,0.0025,0.16,0.06259663180161976,0.06259663180161976
43005,learned_event_oracle_qr,21,1,101,128,10,0.7733189336706913,0.05842285121052192,0.8141712312412,0.016973253149064237,0.032725068846510205,0.0025,0.16,0.04025423969476981,0.04025423969476981
43005,learned_event_oracle_qr,22,1,110,96,4,0.23191015282682925,0.00930170042020234,-0.19670815498555358,0.0046970676212807275,0.0337352793566055,0.039999999999999994,0.009999999999999998,0.03445751108398697,0.03445751108398697
43005,learned_event_oracle_qr,23,1,101,96,8,1.0305479202729781,0.07044182926312868,1.0306341657614833,0.059897537810382415,0.03857414783736962,0.0024999999999999996,0.15999999999999998,0.08419154597825655,0.08419154597825655
43005,learned_event_oracle_qr,24,2,011,128,0,0.8915968702037227,0.07919876645590809,0.8654301276895049,0.05864704328586881,0.009265582528020365,0.04,0.16,0.004195014893655349,0.004195014893655349
